货号,款号,库存,产品线,款式分类,主石重,主石颜色,主石净度,主石切工,主石,主石粒数,主石规格,主石形状,副石1,副石1粒数,副石1重,指圈,主成色,主成色重,成本价
1406192428,KLRM006929,转仓中,钻石饰品,情侣戒,0.045,,,,钻石,1,,,,,0,27,PT950,4.03,1913.47
1408253990,KLRM006929,转仓中,钻石饰品,情侣戒,0.053,,,,钻石,1,,,,,0,20,PT950,4.57,2150.05
1311073583,KLRM006929,转仓中,钻石饰品,情侣戒,0.043,,,,钻石,1,,,,,0,21,PT950,4.53,2031.1
1408253976,KLRM006929,转仓中,钻石饰品,情侣戒,0.051,,,,钻石,1,,,,,0,18,PT950,4.27,2036.26
1206008834,KLRM006945,转仓中,钻石饰品,情侣戒,0,,,,,0,,,,0,0,22,PT950,9.15,3226.72
1301022833,KLRM007191,转仓中,钻石饰品,情侣戒,0.13,,,,钻石,3,,,,,0,17,18K白金,3.11,1407.81
1107015449,KLRM007193,转仓中,钻石饰品,情侣戒,0.02,,,,钻石,1,,,,0,0,19,PT950,6.146,2644.64
1107015456,KLRM007193,转仓中,钻石饰品,情侣戒,0.02,,,,钻石,1,,,,0,0,20,PT950,6.606,2831.35
1108019714,KLRM007193,转仓中,钻石饰品,情侣戒,0.02,白色,,,钻石,1,,,,0,0,17,PT950,6.09,2695.41
1204018938,KLRM007193,转仓中,钻石饰品,情侣戒,0.01,,,,钻石,1,,,,0,0,18,PT950,5.338,2172.81
1204019250,KLRM007193,转仓中,钻石饰品,情侣戒,0.01,,,,钻石,1,,,,0,0,18,18K白金,3.578,1149.35
1205043398,KLRM007193,转仓中,钻石饰品,情侣戒,0.01,,,,钻石,1,,,,0,0,18,18K白金,4.688,1462.58
1301025432,KLRM007193,转仓中,钻石饰品,情侣戒,0.01,,,,钻石,1,,,,0,0,19,PT950,6.04,2463.8
1305014383,KLRM007193,转仓中,钻石饰品,情侣戒,0.01,,,,钻石,1,,,,0,0,19,18K白金,4.168,1189.1
1308035579,KLRM007193,转仓中,钻石饰品,情侣戒,0.01,,,,钻石,1,,,,0,0,19,PT950,5.958,3116.54
1402123974,KLRM007193,转仓中,钻石饰品,情侣戒,0.015,,,,钻石,1,,,,,0,18,18K白金,4.26,1200.3
1305014403,KLRM007193,转仓中,钻石饰品,情侣戒,0.012,,,,钻石,1,,,,0,0,18,18K白金,4.268,1219.16
1310033573,KLRM007195,转仓中,钻石饰品,情侣戒,0.038,,,,钻石,9,,,,,0,15,18K玫瑰金,2.512,910.92
1105025268,KLRM007289,转仓中,钻石饰品,情侣戒,0.15,,,,钻石,30,,,,,0,18,18K玫瑰金,2.38,1349.74
1207049384,KLRM007289,转仓中,钻石饰品,情侣戒,0.125,,,,钻石,30,,,,0,0,19,18K玫瑰金,2.6,1416.12
1211046203,KLRM007289,转仓中,钻石饰品,情侣戒,0.123,,,,钻石,30,,,,,0,19,18K玫瑰金,2.58,1450.77
1305009308,KLRM007289,转仓中,钻石饰品,情侣戒,0.121,,,,钻石,30,,,,0,0,19,18K玫瑰金,2.456,1307.68
1305009317,KLRM007289,转仓中,钻石饰品,情侣戒,0.121,,,,钻石,30,,,,0,0,17,18K玫瑰金,2.396,1291.61
1305034940,KLRM007289,转仓中,钻石饰品,情侣戒,0.123,,,,钻石,30,,,,,0,19,18K玫瑰金,2.505,1327.55
1401109849,KLRM007289,转仓中,钻石饰品,情侣戒,0.121,,,,钻石,30,,,,,0,16,18K玫瑰金,2.42,1296.28
1305034939,KLRM007289,转仓中,钻石饰品,情侣戒,0.123,,,,钻石,30,,,,,0,17,18K玫瑰金,2.435,1308.81
1310034935,KLRM007352,转仓中,钻石饰品,情侣戒,0.051,,,,钻石,1,,,钻石,12,0.032,20,18K白金,2.343,1030.41
1204013686,KLRM007640,转仓中,钻石饰品,情侣戒,0.036,,,,钻石,7,,,,0,0,17,PT950,5.463,2341.9
1205043388,KLRM007640,转仓中,钻石饰品,情侣戒,0.037,,,,钻石,7,,,,0,0,17,18K白金,4.233,1465.36
1208003967,KLRM007646,转仓中,钻石饰品,情侣戒,0.01,,,,钻石,1,,,,,0,18,18K白金,3.98,1218.07
1205049056,KLRM007646,转仓中,钻石饰品,情侣戒,0.01,,,,钻石,1,,,,0,0,17.5,18K白金,4.018,1261.94
1301022896,KLRM007648,转仓中,钻石饰品,情侣戒,0.01,,,,钻石,1,,,,,0,21,18K玫瑰金,2.72,908.37
1401109497,KLRM007648,转仓中,钻石饰品,情侣戒,0.02,,,,钻石,1,,,,,0,17,18K玫瑰金,2.62,813.74
1407221231,KLRM007686,转仓中,钻石饰品,男戒,0.1,,,,钻石,1,,,,0,0,17,18K白金,6.34,2071.07
1408253640,KLRM008066,转仓中,钻石饰品,情侣戒,0,,,,,,,,,,0,21,18K白金,6.69,1597.48
1.50205E+11,KLRM008066,转仓中,钻石饰品,情侣戒,0,,,,,0,,,,0,0,18,18K白金,6,1380.28
1107023746,KLRM008492,转仓中,钻石饰品,情侣戒,0.02,,,,钻石,2,,,,,0,20,18K白金,2.61,841.54
1211013183,KLRM008607,转仓中,钻石饰品,情侣戒,0.006,,,,钻石,1,,,,,0,18,18K白金,3.407,1108.39
1302007467,KLRM008607,转仓中,钻石饰品,情侣戒,0.006,,,,钻石,1,,,,,0,20,18K玫瑰金,3.289,1111.3
1107011582,KLRM008607,转仓中,钻石饰品,情侣戒,0.006,,,,钻石,1,,,,0,0,16,18K玫瑰金,2.968,989.34
1106002627,KLRM008607,转仓中,钻石饰品,情侣戒,0.008,,,,钻石,1,,,,,0,19,18K玫瑰金,3.574,1049.28
1203008448,KLRM008607,转仓中,钻石饰品,情侣戒,0.005,,,,钻石,1,,,,0,0,20,18K玫瑰金,3.998,1322.19
1207057612,KLRM008607,转仓中,钻石饰品,情侣戒,0.006,,,,钻石,1,,,,0,0,16,18K玫瑰金,3.78,1174.21
1108007962,KLRM008613,转仓中,钻石饰品,情侣戒,0.007,,,,钻石,1,,,,0,0,21,18K玫瑰金,2.988,993.43
1211058150,KLRM008616,转仓中,钻石饰品,情侣戒,0.01,,,,钻石,1,,,,0,0,19,18K白金,2.468,850.47
1301033120,KLRM008616,转仓中,钻石饰品,情侣戒,0.011,,,,钻石,1,,,,,0,20,PT950,3.791,1542.84
1404154508,KLRM008616,转仓中,钻石饰品,情侣戒,0.01,,,,钻石,1,,,,,0,19,PT950,4.558,1948.41
1405168996,KLRM008616,转仓中,钻石饰品,情侣戒,0.01,,,,钻石,1,,,,,0,20,PT950,4.348,1886.4
1411377122,KLRM008616,转仓中,钻石饰品,情侣戒,0.01,,,,钻石,1,,,,,0,18,PT950,4.198,1713.5
1.50203E+11,KLRM008616,转仓中,钻石饰品,情侣戒,0.01,,,,钻石,1,,,,,0,21,PT950,4.768,1831.36
1211047146,KLRM008644,转仓中,钻石饰品,情侣戒,0.043,,,,钻石,1,0.043,,,0,0,19,PT950,4.166,1746.3
1211047325,KLRM008644,转仓中,钻石饰品,情侣戒,0.042,,,,钻石,1,0.042,,,0,0,17,PT950,3.922,1654.07
1302007329,KLRM008644,转仓中,钻石饰品,情侣戒,0.05,,,,钻石,1,.05,,,0,0,20,PT950,4.021,1805.88
1106002484,KLRM008646,转仓中,钻石饰品,情侣戒,0.057,,,,钻石,1,,,,,0,19,PT950,4.726,2248.01
1203008317,KLRM008659,转仓中,钻石饰品,情侣戒,0.006,,,,钻石,1,,,,0,0,17,18K彩金,2.551,918.83
1210011077,KLRM008659,转仓中,钻石饰品,情侣戒,0.006,,,,钻石,1,,,,0,0,18.5,PT950,4.143,1761.72
1301027476,KLRM008659,转仓中,钻石饰品,情侣戒,0.006,,,,钻石,1,,,,0,0,23,18K白金,2.789,969.72
1107013904,KLRM008676,转仓中,钻石饰品,情侣戒,0.034,,,,钻石,9,,,,,0,20,18K玫瑰金,2.553,984.87
1205003976,KLRM008676,转仓中,钻石饰品,情侣戒,0.032,,,,钻石,9,,,,0,0,16,18K玫瑰金,2.583,1049.4
1205023540,KLRM008676,转仓中,钻石饰品,情侣戒,0.037,,,,钻石,9,,,,0,0,20,18K玫瑰金,2.682,1053.44
1302007005,KLRM008682,转仓中,钻石饰品,情侣戒,0.051,,,,钻石,1,.051,,,,0,23,PT950,4.732,2071.82
1305022234,KLRM008682,转仓中,钻石饰品,情侣戒,0.04,,,,钻石,1,0.04,,,0,0,22,PT950,4.272,1742.99
1311063770,KLRM008682,转仓中,钻石饰品,情侣戒,0.048,,,,钻石,1,,,,,0,19,PT950,2.8,1185.18
1.50203E+11,KLRM008682,转仓中,钻石饰品,情侣戒,0.046,,,,钻石,1,,,,,0,17,PT950,3.9,1701.39
1.50203E+11,KLRM008682,转仓中,钻石饰品,情侣戒,0.043,,,,钻石,1,,,,,0,19,PT950,4.08,1745.19
1411377419,KLRM008682,转仓中,钻石饰品,情侣戒,0.054,,,,钻石,1,,,,,0,20,PT950,3.29,1586.42
1411377422,KLRM008682,转仓中,钻石饰品,情侣戒,0.054,,,,钻石,1,,,,,0,21,PT950,3.43,1631.26
1206022552,KLRM008682,转仓中,钻石饰品,情侣戒,0.041,,,,钻石,1,,,,0,0,16,18K白金,1.96,793.44
1205048990,KLRM009210,转仓中,钻石饰品,情侣戒,0.01,,,,钻石,1,,,,0,0,20,PT950,3.168,1279.4
1207049365,KLRM009210,转仓中,钻石饰品,情侣戒,0.01,,,,钻石,1,,,,0,0,21,18K玫瑰金,2.62,853.37
1211059455,KLRM009210,转仓中,钻石饰品,情侣戒,0.01,,,,钻石,1,,,,,0,20,18K玫瑰金,2.55,878.11
1212016588,KLRM010436,转仓中,钻石饰品,情侣戒,0.1,,,,钻石,1,,,,,0,17,PT950,4.5,2084.57
1205028764,KLRM011134,转仓中,钻石饰品,情侣戒,0.01,,,,钻石,1,,,,0,0,20,PT950,3.828,1514.61
1211020094,KLRM011134,转仓中,钻石饰品,情侣戒,0.01,,,,钻石,1,,,,0,0,19,PT950,3.91,1577.22
1305019972,KLRM011134,转仓中,钻石饰品,情侣戒,0.01,,,,钻石,1,,,,0,0,20,PT950,3.748,1410.01
1305019974,KLRM011134,转仓中,钻石饰品,情侣戒,0.01,,,,钻石,1,,,,0,0,20,PT950,3.818,1434.09
1308035867,KLRM011134,转仓中,钻石饰品,情侣戒,0.01,,,,钻石,1,,,,0,0,19,PT950,3.908,1611.42
1401109308,KLRM011134,转仓中,钻石饰品,情侣戒,0.01,,,,钻石,1,,,,0,0,18,PT950,3.89,1502.14
1401109320,KLRM011134,转仓中,钻石饰品,情侣戒,0.01,,,,钻石,1,,,,0,0,20,PT950,3.94,1519.75
1211047314,KLRM012552,转仓中,钻石饰品,情侣戒,0.007,,,,钻石,1,,,,,0,22,PT950,4.684,1818.03
1410311923,KLRM012552,转仓中,钻石饰品,情侣戒,0.008,,,,钻石,1,,,,0,0,20,18K白金,3.048,760.14
1412423194,KLRM012552,转仓中,钻石饰品,情侣戒,0.008,,,,钻石,1,,,,0,0,12,PT950,4.163,1339.98
1.50421E+11,KLRM012552,转仓中,钻石饰品,情侣戒,0.008,,,,钻石,1,,,,0,0,15,18K白金,2.954,745.21
1408256201,KLRM012552,转仓中,钻石饰品,情侣戒,0.008,,,,钻石,1,,,,,0,20,PT950,4.588,2000.02
1410311926,KLRM012552,转仓中,钻石饰品,情侣戒,0.008,,,,钻石,1,,,,0,0,19,18K白金,2.79,742.47
1112003754,KLRM016066,转仓中,钻石饰品,男戒,0.043,,,,钻石,1,,,,,0,20,18K白金,5.27,1956.48
1201024704,KLRM017621,转仓中,钻石饰品,男戒,0.067,白色,,,钻石,1,,圆形,,0,0,17,18K白金,3.662,1489.51
1307019067,KLRM019951,转仓中,钻石饰品,男戒,0.357,,,,钻石,1,,,,0,0,17,18K白金,7.688,4752.1
1306028611,KLRM020005,转仓中,钻石饰品,情侣戒,0.12,,,,钻石,11,,,,,0,16,18K白金,4.449,1619.71
1405181311,KLRM020411,转仓中,钻石饰品,情侣戒,0.023,,,,钻石,1,,,,,0,20,18K白金,4.06,1251.64
1.50126E+11,KLRM020411,转仓中,钻石饰品,情侣戒,0.022,,,,钻石,1,,,,0,0,21,18K白金,3.69,1226.95
1.50328E+11,KLRM020411,转仓中,钻石饰品,情侣戒,0.023,,,,钻石,1,,,,,0,20,18K白金,3.93,1065.45
1.50328E+11,KLRM020411,转仓中,钻石饰品,情侣戒,0.023,,,,钻石,1,,,,,0,20,18K白金,3.89,1056.98
1.50412E+11,KLRM020411,转仓中,钻石饰品,情侣戒,0.023,,,,钻石,1,,,,,0,22,18K白金,4.03,1110.09
1303018558,KLRM020417,转仓中,钻石饰品,情侣戒,0,,,,,,,,,,0,19,18K白金,4.5,1422.88
1306017908,KLRM020443,转仓中,钻石饰品,情侣戒,0.013,,,,钻石,1,,,,0,0,21,18K白金,6.75,2193.25
1208044880,KLRM020446,转仓中,钻石饰品,戒指,0.013,,,,钻石,1,,,,,0,19,18K白金,5.18,2434.92
1208070076,KLRM020446,转仓中,钻石饰品,戒指,0.013,,,,钻石,1,,,,0,0,21,18K白金,6.007,2431.22
1212028963,KLRM020498,转仓中,钻石饰品,男戒,0.345,I-J,SI,,钻石,1,,,钻石,36,0.072,18,18K白金,7.183,6219.23
1307019071,KLRM020500,转仓中,钻石饰品,男戒,0.135,F-G,SI,,钻石,1,,,,0,0,16,18K白金,7.666,2619.85
1305020888,KLRM020720,转仓中,钻石饰品,情侣戒,0.024,,,,钻石,1,,,,0,0,20,18K彩金,4.93,1710.97
1403134561,KLRM020720,转仓中,钻石饰品,情侣戒,0.023,,,,钻石,1,,,,,0,13,18K彩金,4.65,1452.51
1207054952,KLRM020722,转仓中,钻石饰品,男戒,0.09,,,,钻石,1,,,,,0,18,18K白金,4.19,1813.34
1402121579,KLRM020722,转仓中,钻石饰品,情侣戒,0.085,,,,钻石,1,,,,,0,16,18K白金,4.39,1375.26
1211052759,KLRM020728,转仓中,钻石饰品,情侣戒,0.035,,,,钻石,1,,,,,0,21,18K白金,3.08,1217.08
1211020154,KLRM020728,转仓中,钻石饰品,戒指,0.038,,,,钻石,1,,,,,0,20,18K白金,3.07,1233.08
1410338641,KLRM022316,转仓中,钻石饰品,情侣戒,0.076,HI,SI3-I1,,钻石,1,,,,,0,18,18K白金,3.21,1173.28
1405182702,KLRM022316,转仓中,钻石饰品,情侣戒,0.073,,,,钻石,1,,,,,0,20,18K白金,3.37,1312.76
1211020871,KLRM022411,转仓中,钻石饰品,男戒,0.154,,,,钻石,1,.154,,,0,0,21,18K彩金,5.467,2851.94
1409288100,KLRM022593,转仓中,钻石饰品,男戒,0.133,,,,钻石,1,0.133,,,0,0,13,18K白金,4.593,1795.25
1211031451,KLRM022602,转仓中,钻石饰品,男戒,0.114,,,,钻石,1,0.114,,钻石,6,0.063,21,18K白金,5.187,2618.15
1301024358,KLRM022720,转仓中,钻石饰品,情侣戒,0.012,,,,钻石,1,,,,,0,19,18K白金,3.87,1230.2
1405176437,KLRM022720,转仓中,钻石饰品,情侣戒,0.01,,,,钻石,1,,,,,0,19,18K白金,3.848,1153.55
1408254440,KLRM022720,转仓中,钻石饰品,情侣戒,0.01,,,,钻石,1,,,,0,0,19,18K白金,3.648,1056.67
1405178403,KLRM022722,转仓中,钻石饰品,情侣戒,0.117,I-J,SI,,钻石,1,,,,,0,19,18K彩金,3.67,1631.44
1.50403E+11,KLRM022722,转仓中,钻石饰品,情侣戒,0.12,I-J,SI,,钻石,1,,,,,0,20,18K彩金,4.15,1446.79
1.50403E+11,KLRM022722,转仓中,钻石饰品,情侣戒,0.12,I-J,SI,,钻石,1,,,,,0,20,18K彩金,3.99,1413.6
1.50206E+11,KLRM022724,转仓中,钻石饰品,情侣戒,0.01,,,,钻石,1,,,,,0,18,18K玫瑰金,3.648,1171.86
1.50206E+11,KLRM022724,转仓中,钻石饰品,情侣戒,0.01,,,,钻石,1,,,,,0,17,18K玫瑰金,3.368,1095.27
1305033007,KLRM024141,转仓中,钻石饰品,情侣戒,0.075,,,,钻石,1,,,,0,0,17,PT950,5.195,2629.69
1408255286,KLRM024150,转仓中,钻石饰品,情侣戒,0.084,I-J,SI,,钻石,1,.084,,,,0,21,18K白金,3.002,1043.53
1405182606,KLRM024397,转仓中,钻石饰品,情侣戒,0.004,,,,钻石,1,,,,,0,21,PT950,4.67,1835.91
1306017710,KLRM024588,转仓中,钻石饰品,情侣戒,0.071,,,,钻石,1,,,,,0,20,PT950,4.5,1964.64
1405177090,KLRM026003,转仓中,钻石饰品,情侣戒,0.018,,,,钻石,1,,,,,0,20,18K玫瑰金,3.51,1124.3
1.50206E+11,KLRM026003,转仓中,钻石饰品,情侣戒,0.023,,,,钻石,1,,,,,0,18,18K玫瑰金,3.615,1204.75
1.50129E+11,KLRM026005,转仓中,钻石饰品,情侣戒,0.126,,,,钻石,1,,,,0,0,17,PT950,3.55,1931.21
1.50404E+11,KLRM026005,转仓中,钻石饰品,情侣戒,0.11,,,,钻石,1,,,,,0,16.5,PT950,3.95,1637.61
1.50422E+11,KLRM026005,转仓中,钻石饰品,情侣戒,0.13,H,SI,,钻石,1,,,,,0,14,18K白金,2.39,1244.78
1.50129E+11,KLRM026005,转仓中,钻石饰品,情侣戒,0.126,,,,钻石,1,,,,,0,21,PT950,3.9,2037.81
1401108847,KLRM026009,转仓中,钻石饰品,情侣戒,0.02,,,,钻石,1,,,,,0,20,18K玫瑰金,2.87,762.31
1401108859,KLRM026009,转仓中,钻石饰品,情侣戒,0.02,,,,钻石,1,,,,,0,22,18K玫瑰金,2.93,775.42
1405176896,KLRM026009,转仓中,钻石饰品,情侣戒,0.01,,,,钻石,1,,,,,0,18,18K玫瑰金,2.83,916.49
1410328342,KLRM026355,转仓中,钻石饰品,情侣戒,0.182,I-J,SI,,钻石,1,,,,,0,24,PT950,5.17,2439.71
1410329530,KLRM026355,转仓中,钻石饰品,情侣戒,0.176,H,SI,,钻石,1,,,,,0,21,18K白金,3.61,1613.63
1.50203E+11,KLRM026355,转仓中,钻石饰品,情侣戒,0.18,I-J,SI1,,钻石,1,,,,,0,19,18K白金,2.91,1378.28
1.50327E+11,KLRM026355,转仓中,钻石饰品,情侣戒,0.177,H,SI,,钻石,1,,,,,0,18,18K白金,2.81,1525.3
1.50327E+11,KLRM026355,转仓中,钻石饰品,情侣戒,0.161,F-G,SI,,钻石,1,,,,,0,18,18K白金,3.04,1374.14
1.50327E+11,KLRM026355,转仓中,钻石饰品,情侣戒,0.16,H,SI,,钻石,1,,,,,0,20,18K白金,3.13,1451.19
1.50422E+11,KLRM026355,转仓中,钻石饰品,情侣戒,0.186,F-G,SI,,钻石,1,,,,,0,14,18K白金,2.86,1744.81
1.50421E+11,KLRM026355,转仓中,钻石饰品,情侣戒,0.172,H,SI,,钻石,1,,,,,0,17.5,18K白金,2.72,1468.71
1.50422E+11,KLRM026355,转仓中,钻石饰品,情侣戒,0.17,F-G,SI,,钻石,1,,,,,0,14.5,18K白金,2.59,1383.72
1.50327E+11,KLRM026355,转仓中,钻石饰品,情侣戒,0.16,F-G,SI,,钻石,1,,,,,0,20,18K白金,3.11,1446.91
1410329482,KLRM026355,转仓中,钻石饰品,情侣戒,0.184,I-J,SI,,钻石,1,,,,,0,19,PT950,5.41,2525.02
1411364863,KLRM026355,转仓中,钻石饰品,情侣戒,0.186,I-J,SI1,,钻石,1,,,,,0,19,18K白金,3.25,1416.76
1411366673,KLRM026355,转仓中,钻石饰品,情侣戒,0.187,I-J,SI1,,钻石,1,,,,,0,21,18K白金,3.33,1437.11
1408257676,KLRM026372,转仓中,钻石饰品,情侣戒,0.12,I-J,SI,,钻石,1,,,,0,0,19,18K白金,2.336,1222.33
1401108796,KLRM026374,转仓中,钻石饰品,情侣戒,0.01,,,,钻石,1,,,,,0,21,18K彩金,3.59,900.11
1401111576,KLRM026374,转仓中,钻石饰品,情侣戒,0.01,,,,钻石,1,,,,,0,17,18K彩金,3.29,962.09
1411348686,KLRM026374,转仓中,钻石饰品,情侣戒,0.01,,,,钻石,1,,,,,0,18,18K彩金,3.468,1044.4
1.50403E+11,KLRM026374,转仓中,钻石饰品,情侣戒,0.01,,,,钻石,1,,,,,0,20,18K彩金,3.37,861.69
1405184480,KLRM026374,转仓中,钻石饰品,情侣戒,0.007,,,,钻石,1,,,,,0,18,18K彩金,3.979,1263.77
1405184490,KLRM026374,转仓中,钻石饰品,情侣戒,0.007,,,,钻石,1,,,,,0,21,18K彩金,3.708,1199.42
1401112075,KLRM026388,转仓中,钻石饰品,情侣戒,0.085,I-J,SI,,钻石,1,,,,,0,17,18K白金,5,1718.09
1401109761,KLRM026391,转仓中,钻石饰品,情侣戒,0.01,,,,钻石,1,,,,,0,21,18K白金,4.028,1231.79
1407215437,KLRM026627,转仓中,钻石饰品,情侣戒,0.088,I-J,SI,,钻石,1,.088,,,,0,18,PT950,4.41,1992.5
1407220042,KLRM026627,转仓中,钻石饰品,情侣戒,0.088,I-J,SI,,钻石,1,.088,,,,0,21,PT950,4.69,2078.98
1407220046,KLRM026627,转仓中,钻石饰品,情侣戒,0.09,I-J,SI,,钻石,1,.09,,,,0,22,PT950,4.82,2132.37
1411343608,KLRM026627,转仓中,钻石饰品,情侣戒,0.06,,,,钻石,1,,,,,0,19,18K白金,3.078,1116.72
1.50206E+11,KLRM026627,转仓中,钻石饰品,情侣戒,0.06,,,,钻石,1,,,,,0,17,18K白金,3.068,1214.07
1.50403E+11,KLRM026627,转仓中,钻石饰品,情侣戒,0.06,,,,钻石,1,,,,,0,20,18K白金,3.09,947.81
1.50331E+11,KLRM026627,转仓中,钻石饰品,情侣戒,0.064,,,,钻石,1,,,,,0,17,PT950,4.55,1619.24
1.50422E+11,KLRM026627,转仓中,钻石饰品,情侣戒,0.06,,,,钻石,1,,,,,0,15.5,PT950,4.27,1537.95
1.50418E+11,KLRM026627,转仓中,钻石饰品,情侣戒,0.067,,,,钻石,1,,,,,0,10,18K白金,2.63,891.19
1.50206E+11,KLRM026627,转仓中,钻石饰品,情侣戒,0.068,,,,钻石,1,,,,,0,20,18K白金,3.016,1232.09
1.50206E+11,KLRM026627,转仓中,钻石饰品,情侣戒,0.067,,,,钻石,1,,,,,0,18,18K白金,2.977,1217.19
1411343547,KLRM026627,转仓中,钻石饰品,情侣戒,0.067,,,,钻石,1,,,,0,0,19.5,18K白金,3.397,1226.42
1412397951,KLRM026825,转仓中,钻石饰品,情侣戒,0.053,,,,钻石,1,,,,,0,14,18K白金,4.09,1270.69
1.50422E+11,KLRM026825,转仓中,钻石饰品,情侣戒,0.06,,,,钻石,1,,,,,0,16.5,PT950,6.03,2124.11
1411353558,KLRM026831,转仓中,钻石饰品,情侣戒,0.07,,,,钻石,1,,,,,0,20,18K白金,3.78,1278.32
1.50421E+11,KLRM027147,转仓中,钻石饰品,情侣戒,0.09,F,SI1,,钻石,1,,,,0,0,20,18K白金,2.892,1137.99
1.50418E+11,KLRM027149,转仓中,钻石饰品,情侣戒,0.05,F,SI2,,钻石,1,,,,0,0,18,PT950,4.63,1694.09
1.50421E+11,KLRM027149,转仓中,钻石饰品,情侣戒,0.08,G,SI2,,钻石,1,,,,0,0,20,18K白金,3.474,1236.09
1412409367,KLRM027149,转仓中,钻石饰品,情侣戒,0.08,G,VS1,,钻石,1,,,,,0,20,PT950,4.944,2292.47
1.50421E+11,KLRM027151,转仓中,钻石饰品,情侣戒,0.11,F,VS2,,钻石,1,,,,,0,18,18K白金,2.788,660.97
1.50421E+11,KLRM027151,转仓中,钻石饰品,情侣戒,0.118,H,SI,,钻石,1,,,,,0,18,PT950,3.996,1561.93
1.50421E+11,KLRM027151,转仓中,钻石饰品,情侣戒,0.11,E,VS1,,钻石,1,,,,,0,15.5,18K白金,2.748,652.57
1.50421E+11,KLRM027153,转仓中,钻石饰品,情侣戒,0.14,H,VS1,,钻石,1,,,,0,0,20,18K白金,3.792,1674.44
1.50421E+11,KLRM027155,转仓中,钻石饰品,情侣戒,0.08,F,SI1,,钻石,1,,,,0,0,16.5,18K白金,2.694,647.01
1.50418E+11,KLRM027157,转仓中,钻石饰品,情侣戒,0.11,E,VS1,,钻石,1,,,,0,0,18,PT950,4.008,1861.76
1.50422E+11,KLRM027157,转仓中,钻石饰品,情侣戒,0.11,E,SI1,,钻石,1,,,,0,0,20,18K白金,2.948,1258.2
1.5041E+11,KLRM027488,转仓中,钻石饰品,情侣戒,0.01,,,,钻石,1,,,,,0,15,18K白金,3.278,793.64
1.5041E+11,KLRM027488,转仓中,钻石饰品,情侣戒,0.01,,,,钻石,1,,,,,0,16,18K白金,3.508,841.92
1.5041E+11,KLRM027488,转仓中,钻石饰品,情侣戒,0.01,,,,钻石,1,,,,,0,17,18K白金,3.508,841.92
1.5041E+11,KLRM027488,转仓中,钻石饰品,情侣戒,0.01,,,,钻石,1,,,,,0,17,18K白金,3.408,820.96
1.5041E+11,KLRM027488,转仓中,钻石饰品,情侣戒,0.01,,,,钻石,1,,,,,0,18,18K白金,3.378,814.6
1.5041E+11,KLRM027488,转仓中,钻石饰品,情侣戒,0.01,,,,钻石,1,,,,,0,18,18K白金,3.378,814.6
1.5041E+11,KLRM027488,转仓中,钻石饰品,情侣戒,0.01,,,,钻石,1,,,,,0,18,18K白金,3.458,831.45
1.5041E+11,KLRM027488,转仓中,钻石饰品,情侣戒,0.01,,,,钻石,1,,,,,0,18,18K白金,3.358,810.48
1.5041E+11,KLRM027488,转仓中,钻石饰品,情侣戒,0.01,,,,钻石,1,,,,,0,19,18K白金,3.368,812.54
1.5041E+11,KLRM027488,转仓中,钻石饰品,情侣戒,0.01,,,,钻石,1,,,,,0,20,18K白金,3.608,862.88
1.50421E+11,KLRM027517,转仓中,钻石饰品,情侣戒,0.1,F,VS1,,钻石,1,,,,0,0,18,18K白金,3.388,1403.34
1.50411E+11,KLRM027584,转仓中,钻石饰品,情侣戒,0.168,H,VS,,钻石,1,,,,,0,18,18K白金,3.556,1926.7
1.50411E+11,KLRM027584,转仓中,钻石饰品,情侣戒,0.168,H,VS,,钻石,1,,,,,0,19,18K白金,3.346,1882.71
1411366295,KLRM027604,转仓中,钻石饰品,情侣戒,0.045,,,,钻石,1,,,,,0,18,PT950,3.591,1521
1411366242,KLRM027606,转仓中,钻石饰品,情侣戒,0.1,,,,钻石,1,,,,,0,19,PT950,3.52,1844
1411366249,KLRM027606,转仓中,钻石饰品,情侣戒,0.09,,,,钻石,1,,,,,0,17,PT950,3.562,1806
1411366257,KLRM027606,转仓中,钻石饰品,情侣戒,0.126,,,,钻石,1,,,,,0,18,PT950,3.575,1998
1411366263,KLRM027606,转仓中,钻石饰品,情侣戒,0.123,,,,钻石,1,,,,,0,17,PT950,2.995,1786
1.50422E+11,KLRM027645,转仓中,钻石饰品,男戒,0.501,E,VS,,钻石,1,,,,,0,20,18K白金,5.98,1543.18
1.50418E+11,KLRM027688,转仓中,钻石饰品,情侣戒,0.1,F,VS2,,钻石,1,,,,0,0,22,PT950,4.744,1991.98
1.50422E+11,KLRM027688,转仓中,钻石饰品,情侣戒,0.1,F,VS2,,钻石,1,,,,0,0,21,18K白金,2.989,1308.89
1.50421E+11,KLRM027688,转仓中,钻石饰品,情侣戒,0.1,G,VS2,,钻石,1,,,,0,0,18,18K白金,2.882,1258.01
1.50422E+11,KLRM027690,转仓中,钻石饰品,情侣戒,0.06,E,SI2,,钻石,1,,,钻石,44,0.128,18,18K白金,3.432,1855.76
1.50209E+11,KLRM027911,转仓中,钻石饰品,情侣戒,0.043,,,,钻石,1,,,,,0,19,18K白金,2.691,982.64
1.50416E+11,KLRM027913,转仓中,钻石饰品,情侣戒,0.042,,,,钻石,1,,,,,0,15,18K白金,2.272,818.12
1.50422E+11,KLRW000014,转仓中,钻石饰品,女戒,0.3,,,,,,,,,,0,11,18K白金,2.07,504.18
